message_id,station_id,generation_time_real,latitude,longitude,altitude,heading,speed_kmh,longitudinal_acc,lateral_acc,day,weekday_es,hour,hour_label,received_at,tipo_dia
772944,39240351,2025-03-28 09:24:58.682000+00:00,40.4751071,-3.6739588999999997,763.5,347.8,75.38,0.0,0.0,2025-03-28,Viernes,9,09:00,2025-03-28 09:25:20.290000+00:00,Laborable
772967,39240351,2025-03-28 09:24:58.689000+00:00,40.4759635,-3.6741579999999994,766.5,352.3,75.56,0.1,-0.1,2025-03-28,Viernes,9,09:00,2025-03-28 09:25:24.895000+00:00,Laborable
772998,39240351,2025-03-28 09:24:58.689000+00:00,40.477297799999995,-3.6742534,769.5,359.1,66.06,1.0,0.0,2025-03-28,Viernes,9,09:00,2025-03-28 09:25:32.895000+00:00,Laborable
773021,39240351,2025-03-28 09:24:58.679000+00:00,40.4783978,-3.6742007000000005,771.5,4.2,61.88,0.7,0.2,2025-03-28,Viernes,9,09:00,2025-03-28 09:25:39.785000+00:00,Laborable
773045,39240351,2025-03-28 09:24:58.679000+00:00,40.479516,-3.6740294000000002,774.5,7.4,62.03,0.1,0.0,2025-03-28,Viernes,9,09:00,2025-03-28 09:25:46.985000+00:00,Laborable
773068,39240351,2025-03-28 09:24:58.678000+00:00,40.480534299999995,-3.6738225,774.5,8.3,64.51,0.1,0.2,2025-03-28,Viernes,9,09:00,2025-03-28 09:25:53.485000+00:00,Laborable
773091,39240351,2025-03-28 09:24:58.671000+00:00,40.481585599999995,-3.6736176,775.5,7.9,60.84,-0.3,0.1,2025-03-28,Viernes,9,09:00,2025-03-28 09:26:00.180000+00:00,Laborable
773137,39240351,2025-03-28 09:26:04.220000+00:00,40.4856048,-3.6735103000000002,786.5,294.7,58.03,0.3,1.6,2025-03-28,Viernes,9,09:00,2025-03-28 09:26:29.590000+00:00,Laborable
736563,41631489,2025-03-25 10:16:24.131000+00:00,40.4705341,-3.6717664,760.5,143.3,59.51,0.1,-0.8,2025-03-25,Martes,10,10:00,2025-03-25 10:17:00.583000+00:00,Laborable
749070,44084564,2025-03-26 08:40:58.836000+00:00,40.484357,-3.6736337,777.5,180.9,36.72,0.9,-0.2,2025-03-26,Miércoles,8,08:00,2025-03-26 08:41:45.243000+00:00,Laborable
749154,44084564,2025-03-26 08:42:04.368000+00:00,40.4811334,-3.6740543000000003,776.5,188.4,52.7,0.1,0.1,2025-03-26,Miércoles,8,08:00,2025-03-26 08:42:11.839000+00:00,Laborable
749193,44084564,2025-03-26 08:42:04.384000+00:00,40.48022999999999,-3.674220699999999,774.5,187.6,47.12,-0.2,0.2,2025-03-26,Miércoles,8,08:00,2025-03-26 08:42:19.052000+00:00,Laborable
749236,44084564,2025-03-26 08:42:04.352000+00:00,40.47905829999999,-3.6744315999999997,773.5,187.1,51.08,-0.2,-0.2,2025-03-26,Miércoles,8,08:00,2025-03-26 08:42:28.343000+00:00,Laborable
749268,44084564,2025-03-26 08:42:04.348000+00:00,40.478124199999996,-3.6745528000000003,772.5,183.6,44.6,0.9,-0.3,2025-03-26,Miércoles,8,08:00,2025-03-26 08:42:36.739000+00:00,Laborable
749298,44084564,2025-03-26 08:42:04.387000+00:00,40.47687470000001,-3.6745573000000005,770.5,177.4,54.61,-0.5,-0.2,2025-03-26,Miércoles,8,08:00,2025-03-26 08:42:45.851000+00:00,Laborable
749337,44084564,2025-03-26 08:42:04.350000+00:00,40.47568890000001,-3.6743952000000006,767.5,171.1,53.93,0.2,-0.2,2025-03-26,Miércoles,8,08:00,2025-03-26 08:42:55.140000+00:00,Laborable
749367,44084564,2025-03-26 08:42:04.349000+00:00,40.47471909999999,-3.674137,766.5,166.1,53.68,-0.9,-0.1,2025-03-26,Miércoles,8,08:00,2025-03-26 08:43:02.340000+00:00,Laborable
749430,44084564,2025-03-26 08:43:09.903000+00:00,40.471209200000004,-3.6721609000000006,759.5,149.1,72.36,0.3,-0.2,2025-03-26,Miércoles,8,08:00,2025-03-26 08:43:26.239000+00:00,Laborable
